Trial,t_resp_us
403,109
404,109
405,109
406,108
407,109
408,109
409,109
410,109
411,109
412,109
413,109
414,109
415,108
416,109
417,113
418,110
419,109
420,112
421,109
422,110
423,109
424,108
425,109
426,109
427,109
428,113
429,114
430,114
431,109
432,109
433,110
434,109
435,109
436,113
437,109
438,113
439,109
440,109
441,109
442,109
443,109
444,109
445,109
446,109
447,114
448,109
449,109
450,109
451,109
452,109
453,109
454,109
455,109
456,109
457,109
458,108
459,109
460,109
461,109
462,109
463,109
464,113
465,114
466,108
467,113
468,110
469,109
470,109
471,109
472,109
473,109
474,108
475,109
476,114
477,109
478,109
479,109
480,109
481,109
482,110
483,108
484,113
485,114
486,109
487,109
488,109
489,114
490,113
491,113
492,108
493,113
494,109
495,109
496,113
497,110
498,109
499,109
500,109
501,113
502,109
503,109
504,111
505,110
506,109
507,113
508,110
509,109
510,109
511,109
512,113
513,113
514,113
515,109
516,109
517,109
518,110
519,109
520,109
521,109
522,109
523,110
524,113
525,109
526,109
527,109
528,109
529,109
530,109
531,109
532,109
533,109
534,108
535,109
536,109
537,109
538,109
539,109
540,109
541,109
542,108
543,112
544,113
545,109
546,109
547,112
548,113
549,114
550,113
551,109
552,113
553,113
554,109
555,109
556,109
557,110
558,109
559,109
560,109
561,109
562,109
563,109
564,114
565,113
566,110
567,112
568,109
569,109
570,109
571,109
572,109
573,109
574,109
575,109
576,112
577,109
578,109
579,109
580,109
581,109
582,113
583,109
584,109
585,109
586,109
587,109
588,109
589,109
590,109
591,113
592,113
593,109
594,109
595,109
596,109
597,113
598,109
599,109
600,109
601,109
602,112
603,108
604,109
605,109
606,109
607,113
608,113
609,109
610,108
611,109
612,109
613,109
614,109
615,109
616,109
617,110
618,109
619,109
620,109
621,109
622,113
623,109
624,111
625,109
626,110
627,109
628,109
629,109
630,109
631,109
632,109
633,109
634,109
635,110
636,109
637,110
638,109
639,114
640,109
641,109
642,109
643,109
644,109
645,109
646,109
647,111
648,109
649,109
650,109
651,109
652,109
653,108
654,109
655,109
656,109
657,109
658,109
659,109
660,109
661,109
662,109
663,109
664,110
665,109
666,109
667,109
668,109
669,108
670,109
671,109
672,109
673,109
674,109
675,109
676,109
677,109
678,109
679,109
680,109
681,109
682,109
683,110
684,109
685,112
686,109
687,109
688,109
689,109
690,110
691,110
692,113
693,108
694,109
695,109
696,109
697,109
698,109
699,110
700,109
701,109
702,109
703,110
704,109
705,110
706,109
707,108
708,109
709,109
710,109
711,113
712,109
713,109
714,114
715,113
716,113
717,109
718,109
719,109
720,111
721,113
722,110
723,109
724,109
725,113
726,109
727,109
728,109
729,109
730,110
731,110
732,109
733,108
734,109
735,109
736,109
737,109
738,109
739,110
740,110
741,108
742,109
743,109
744,114
745,109
746,113
747,109
748,109
749,109
750,109
751,109
752,109
753,109
754,109
755,109
756,109
757,109
758,108
759,109
760,109
761,113
762,109
763,113
764,109
765,109
766,109
767,109
768,113
769,109
770,109
771,109
772,109
773,109
774,109
775,109
776,109
777,113
778,114
779,109
780,109
781,109
782,110
783,109
784,113
785,109
786,109
787,109
788,109
789,109
790,109
791,109
792,110
793,111
794,114
795,109
796,109
797,109
798,113
799,113
800,109
801,112
802,111
803,109
804,111
805,109
806,109
807,109
808,115
809,109
810,109
811,109
812,109
813,109
814,109
815,109
816,113
817,113
818,113
819,109
820,109
821,109
822,114
823,109
824,109
825,113
826,109
827,109
828,109
829,109
830,109
831,109
832,109
833,109
834,109
835,108
836,109
837,109
838,109
839,114
840,113
841,109
842,110
843,108
844,108
845,109
846,109
847,109
848,109
849,109
850,109
851,109
852,109
853,109
854,109
855,109
856,109
857,109
858,109
859,109
860,109
861,109
862,109
863,109
864,113
865,113
866,109
867,109
868,109
869,108
870,108
871,109
872,109
873,110
874,109
875,109
876,109
877,110
878,109
879,113
880,109
881,109
882,109
883,114
884,110
885,114
886,111
887,109
888,109
889,111
890,109
891,109
892,109
893,109
894,109
895,109
896,109
897,109
898,109
899,113
900,109
901,109
902,109
903,108
904,109
905,109
906,109
907,109
908,109
909,109
910,109
911,109
912,113
913,109
914,109
915,109
916,114
917,109
918,108
919,109
920,109
921,109
922,109
923,109
924,114
925,111
926,110
927,113
928,109
929,109
930,109
931,109
932,113
933,111
934,114
935,109
936,113
937,109
938,109
939,109
940,109
941,109
942,109
943,109
944,112
945,108
946,109
947,109
948,109
949,109
950,109
951,110
952,113
953,108
954,113
955,109
956,109
957,109
958,109
959,110
960,109
961,109
962,108
963,109
964,109
965,109
966,113
967,114
968,109
969,110
970,112
971,113
972,109
973,109
974,109
975,109
976,109
977,109
978,109
979,113
980,109
981,109
982,109
983,109
984,109
985,109
986,110
987,112
988,109
989,110
990,109
991,109
992,109
993,111
994,109
995,109
996,109
997,109
998,110
999,109
1000,109
1001,109
1002,113
1003,109
1004,109
1005,109
